source_id,bp_rp,phot_g_mean_mag,parallax,source_ids,chi2
5872774388938839680,,15.573855,-0.06790668019501517,5.8727743889388401E18,757.1
866065694086424320,2.104896,5.998754,1.8154085158067501,8.6606569408642432E17,95.77
859838094584596480,0.54972506,8.0045185,6.116952464386645,8.5983809458459648E17,111.4
868985584651620224,0.66264534,9.487555,6.519873122481233,8.6898558465162022E17,82.05
867425412012261760,0.31593752,8.113351,4.005076916236596,8.6742541201226176E17,123.0
860143964975702656,0.19489098,8.481388,3.195619486287889,8.6014396497570266E17,3970.0
869101342610064896,1.5587406,8.164407,1.030916425147286,8.691013426100649E17,324.3
866177431955478144,0.56331587,3.4571264,53.769203794860104,8.6617743195547814E17,36.94
867520794645433216,1.1166573,7.275349,4.384471037428932,8.6752079464543322E17,812.1
864926222081827072,0.156528,7.551709,6.077159147702735,8.6492622208182707E17,280.2
866191588165212416,1.2043891,7.5348873,1.789385728022694,8.6619158816521242E17,29.47
869152435540854144,0.82221794,8.5687685,8.354436688392259,8.6915243554085414E17,74.82
864977826113333376,0.46621656,5.8547144,7.435702523878139,8.6497782611333338E17,347.3
860769037335891072,1.1823244,6.891936,5.9391204369873805,8.6076903733589107E17,9965.0
860909637385712000,0.2568221,6.8772235,10.067618645733349,8.60909637385712E17,19820.0
861137201932672000,1.0686431,7.454107,6.22327071927307,8.61137201932672E17,1961.0
867815979158660352,1.1857357,3.3391395,22.090679593280267,8.6781597915866035E17,405.1
865131276704998272,0.63104105,8.135414,2.3571930877526786,8.6513127670499827E17,34.53
861336454055719680,1.2885995,5.251284,12.019923892432764,8.6133645405571968E17,1563.0
866527763847454592,1.106451,6.284594,5.115763765715626,8.6652776384745459E17,30.24
856774374153131008,0.7984061,7.5105925,24.384099475680504,8.5677437415313101E17,147.3
856970843137864320,0.6763544,8.212285,7.673023809239651,8.5697084313786432E17,29.87
869548878203196416,1.3467994,7.8398323,3.385814395438096,8.6954887820319642E17,33.37
857029254693077888,0.6250806,8.326585,5.838980886448623,8.5702925469307789E17,77.08
862138371693741312,0.52882767,7.907335,8.08644394775745,8.6213837169374131E17,1207.0
865408357930922752,0.41819668,9.522384,3.313979348955705,8.6540835793092275E17,974.2
857546123940907008,0.11855602,8.112421,2.2581960218839283,8.5754612394090701E17,71.52
862701669539874944,0.69442654,6.9596486,11.8522800694712,8.6270166953987494E17,669.6
865508791446007680,1.953464,8.155692,1.306352795151038,8.6550879144600768E17,79.66
857719507476477568,0.257452,7.920962,4.496960260962042,8.5771950747647757E17,280.5
857735587834080640,0.7674575,7.2185545,12.989316687560008,8.5773558783408064E17,65090.0
451423675817561984,1.3330874,6.876243,1.2618427058115438,4.5142367581756198E17,4319.0
451944363293464448,1.0841188,8.544852,2.8635984016995706,4.5194436329346445E17,75.48
451178828320926976,0.30864906,9.107493,1.145803033561393,4.5117882832092698E17,233.9
451284553235648512,0.9626808,9.148814,17.88537979568235,4.5128455323564851E17,5568.0
450345084978808704,0.5346074,6.7219205,19.799225924096685,4.503450849788087E17,1529.0
450808121103624320,0.12650585,7.7003007,1.674130278090717,4.5080812110362432E17,280.1
5786830856359153792,0.6499462,7.1301765,7.468011751952403,5.7868308563591537E18,218.4
5787653394131394432,1.472477,8.695283,4.976499583663264,5.7876533941313946E18,3780.0
452445259558590208,1.9823694,6.549726,3.1911156063733723,4.5244525955859021E17,759.7
5788134670987009792,0.8613596,8.602614,18.65580669595464,5.78813467098701E18,1809.0
5787257707383531904,0.3122897,7.615859,5.334172617388863,5.7872577073835315E18,2446.0
5787823612275190656,0.0026345253,6.4273024,7.229293487104907,5.7878236122751908E18,374.5
5787823612275190912,1.6501713,17.385313,0.49443640461585464,5.7878236122751908E18,374.5
5788217611102022912,0.12681484,8.795581,1.896351555135792,5.7882176111020227E18,359.2
5786961732600380544,0.045392036,7.8121157,4.281394563737548,5.7869617326003804E18,241.7
452584553942154880,1.2696261,7.696993,2.0346700338040167,4.5258455394215488E17,248.8
5787351097152332928,0.6796446,8.855613,7.9592314457774025,5.7873510971523328E18,4439.0
5788524757093517568,1.4562354,9.286781,38.19295912578448,5.7885247570935173E18,135.3
5999416855440131328,0.034965515,8.398727,2.465489276833998,5.9994168554401311E18,47.4
5999635250259975296,1.6537676,7.131756,2.3929439923524716,5.9996352502599752E18,74.76
5999646657686675456,0.7145548,8.642948,10.040142300691427,5.9996466576866755E18,1560.0
5999875802774070272,0.49064207,7.711612,6.059264264068212,5.9998758027740703E18,614.5
5999579278244491648,0.022912502,6.8032784,3.2199308467882135,5.9995792782444913E18,107.6
5999934970251895680,0.4141569,8.618849,5.996665844976057,5.9999349702518958E18,87.03
5789612655134247680,0.14574337,8.465366,3.272022399217876,5.7896126551342479E18,4369.0
5788964286871098624,1.2589488,8.438636,23.541538520762305,5.7889642868710984E18,225.6
5789027371350888704,1.3704271,13.877907,2.627632229562007,5.7890273713508884E18,109.5
5789027371350888960,0.3491907,9.374461,2.4918280532709223,5.7890273713508884E18,109.5
5789056748927465088,0.58073044,8.566191,7.040956561569665,5.7890567489274655E18,199.7
5790016416422916864,1.0981331,8.071752,37.465287086856215,5.7900164164229171E18,3065.0
5789770778651528192,0.09868622,8.148708,3.3568353923934,5.7897707786515282E18,74.56
5789770778651528320,0.969965,18.297686,-0.015048169522908175,5.7897707786515282E18,74.56
5790056823474445056,0.051021576,8.103397,2.5445385153916362,5.7900568234744453E18,73.46
5790094481745669632,0.37920618,7.792324,7.189609053300847,5.7900944817456701E18,49.18
5789289879752014720,2.214037,17.88466,1.0346253222970798,5.7892898797520148E18,5705.0
5789289879752015104,0.95780754,9.639661,14.738917340115771,5.7892898797520148E18,5705.0
6774832454381897856,1.0620942,6.669285,3.70300196326105,6.7748324543818977E18,663.5
6776574733634635520,2.076714,7.1533766,1.4993327526189073,6.7765747336346358E18,110.9
6776588065213025792,1.1503015,7.2261434,5.018089230381743,6.7765880652130263E18,121.4
6778334639434411776,0.81010437,9.5720005,9.531144747147895,6.778334639434412E18,16950.0
6776741172206407168,1.1059871,8.404483,2.344566711956706,6.7767411722064077E18,719.2
6775122416212388736,0.6433811,9.426293,3.7593904313542543,6.7751224162123889E18,34.72
6778413151435607680,1.2022896,8.944896,19.598265067927404,6.7784131514356081E18,53.99
6773677417415452416,0.82228756,9.122292,9.851000566774028,6.7736774174154527E18,135.4
6776920804918748672,1.8975649,11.328371,19.670156122292845,6.7769208049187492E18,653.1
6778675518100219264,0.72098255,10.897922,4.474850638282443,6.7786755181002189E18,360.2
6773786406505488128,1.1128206,8.5397005,2.138260930233769,6.7737864065054884E18,373.5
6775463333536950016,0.60935545,8.295667,9.158909264445246,6.7754633335369503E18,185.0
6778729364107702656,0.87819386,10.162525,2.69371648612269,6.7787293641077023E18,237.3
6777049688297385856,1.0500641,17.653013,0.2267003408405331,6.777049688297386E18,2047.0
6777049688297386240,0.8074331,9.470188,9.854007184089255,6.777049688297386E18,2047.0
6775529476033161088,0.5779228,9.576026,3.9850242724810823,6.7755294760331612E18,615.6
6775529476033161728,0.57966995,20.801756,-3.985811804877441,6.7755294760331612E18,615.6
6777199118799526656,1.3043289,8.367103,3.3815183867240157,6.7771991187995269E18,2764.0
6775757006220292992,1.1437497,6.6130376,6.0887261683878116,6.7757570062202931E18,1596.0
6775805316012683648,0.50898933,9.383386,2.7088688286147407,6.7758053160126833E18,202.0
6777392632846110336,0.4058733,8.753015,2.462329225779829,6.7773926328461107E18,3815.0
6775865754792271744,1.0477095,8.494649,5.296650753220978,6.7758657547922719E18,2179.0
6777442110869461504,0.7038307,9.358088,7.7297032342485945,6.777442110869461E18,8038.0
6774263250955066240,1.2463284,8.755907,2.1827612734393345,6.7742632509550664E18,603.2
6775980889978989824,-0.08196211,6.8983827,4.219799128327183,6.7759808899789896E18,241.0
6777520756013735680,0.75113297,9.216323,8.59668804966283,6.7775207560137359E18,35.33
6776027108123696128,1.5981889,7.9522047,1.667510923607567,6.7760271081236961E18,37.27
6774363993708094720,0.57624674,5.206048,28.37326601636044,6.7743639937080945E18,49.65
6774368627975155968,1.2849283,5.609565,14.358044325520328,6.7743686279751557E18,1308.0
6776068820846349952,0.66583395,6.3481593,11.966172586758715,6.7760688208463503E18,1469.0
6779278982483710976,1.2105408,8.689016,1.2768098938047179,6.779278982483711E18,596.0
6776221790401454208,1.0794487,8.737826,3.932668790481139,6.7762217904014541E18,704.4
6776222615033818880,0.6133385,8.407359,11.691254396802,6.7762226150338191E18,8965.0
6779358250399170432,0.46769714,7.405634,7.136956871648041,6.7793582503991706E18,209.7
589373489875294080,1.3603425,7.949252,3.4967455104855394,5.8937348987529408E17,264.7
589459079983307136,1.097929,9.0488,1.8666300902960564,5.8945907998330714E17,56.89
589604352957096960,1.6913958,8.443914,1.1384359190455726,5.8960435295709696E17,206.6
589655201074817280,0.080872536,7.7344227,6.555113130805396,5.8965520107481728E17,44.34
593233359804160256,1.2382731,7.160042,4.265865098408101,5.9323335980416026E17,185.7
6779678792398336768,,14.492781,24.515735438987562,6.779678792398337E18,150.5
6779678792398336896,0.94056606,8.064174,26.998047640032297,6.779678792398337E18,150.5
589907543288859264,1.2001143,4.6827707,14.260224794353796,5.8990754328885926E17,1186.0
6779729473012643968,1.1048918,8.754827,2.6714467699370315,6.7797294730126438E18,40.48
6779729473012644352,2.3033657,18.235275,3.220436306134668,6.7797294730126438E18,40.48
6779747924192000768,1.6670337,8.691545,1.9646829106710022,6.779747924192001E18,727.9
598714253469963392,0.6685133,7.219261,9.700336310522689,5.9871425346996339E17,89.8
598887594054812288,1.2570438,8.447178,1.8642634783410874,5.9888759405481229E17,57.31
598909481207748736,0.08855057,8.345859,4.376846972029418,5.9890948120774874E17,76.23
596184002337226368,0.49243784,7.702998,11.141847848038275,5.9618400233722637E17,2641.0
590331709963130752,0.6233592,7.7523174,9.087448561776784,5.9033170996313075E17,5472.0
590420499822711680,0.45592213,9.193565,3.2685071780981767,5.9042049982271168E17,84.02
6779959339662164480,2.1188717,8.3449545,0.8333969965161435,6.779959339662164E18,249.6
599177731981297408,1.1794167,6.5640187,3.4040517252381153,5.9917773198129741E17,927.3
601479387775410176,1.5045891,6.338101,3.448670018789493,6.0147938777541018E17,2731.0
601486431521753344,0.18321991,7.5580773,6.679019942292724,6.0148643152175334E17,221.2
6780065098938242304,1.1560171,4.6341085,8.250754512099435,6.780065098938242E18,916.3
596531929047866880,0.46900272,5.9786005,15.7882449265464,5.9653192904786688E17,472.5
594489551839055616,1.5282688,8.575887,1.023742613685829,5.9448955183905562E17,134.9
599315411453393408,1.1816015,9.265022,1.679540019253081,5.9931541145339341E17,215.8
601647853572646272,0.6694946,7.3484135,19.062324728334,6.0164785357264627E17,241.0
591129066347133184,1.1661005,10.471939,1.9902117749486439,5.9112906634713318E17,50.04
6780206038286320000,0.8119378,7.541463,23.55272386217883,6.7802060382863196E18,208.9
594641009565720192,0.75979376,7.108908,28.228117847450484,5.9464100956572019E17,22920.0
596779044285041792,1.7879858,9.072543,56.00725934401263,5.9677904428504179E17,206.6
596878550087942528,0.80161333,6.423365,43.54363698883695,5.9687855008794253E17,387.9
596915830404034944,0.6902323,7.540949,10.993857714139592,5.9691583040403494E17,3916.0
6780405260346361728,0.73941994,9.974329,7.377743063295331,6.7804052603463619E18,841.3
597069349715309440,0.030405521,7.058098,6.210757077794491,5.9706934971530944E17,113.1
599724051821458816,0.26769447,9.673168,3.105314289816081,5.9972405182145882E17,43.75
599730751970496640,0.13882113,5.903033,6.679264432857921,5.9973075197049664E17,838.2
594989417312890368,0.87336016,7.0238514,38.980869770001924,5.9498941731289037E17,236.4
599852625962601728,0.2482233,8.364795,4.5071993419132035,5.9985262596260173E17,426.7
591875428583911040,0.6250086,8.010144,13.367591910985697,5.9187542858391104E17,37.12
592021045155272832,-0.09695625,5.1893725,5.3208939982720125,5.9202104515527283E17,201.7
597447616074699136,1.1148782,5.9393396,4.32456186269231,5.9744761607469914E17,30.28
6780671273440776832,1.0330243,7.1359277,15.067126046094883,6.7806712734407772E18,249.2
595390807776621824,1.1246138,7.62569,37.97131225522873,5.9539080777662182E17,32.8
602660366343432704,1.8673358,6.5947137,3.7558032707783795,6.026603663434327E17,4963.0
592372064242606976,0.2693348,8.881832,3.225257846721203,5.9237206424260698E17,693.0
592585232059155968,1.2819881,8.122994,3.051881541492211,5.9258523205915597E17,1120.0
597790148306844672,1.0273871,8.396536,1.9411602864207547,5.9779014830684467E17,337.6
592675495091826944,0.9646292,9.417072,15.409094066469153,5.9267549509182694E17,52.58
6780884338179814144,1.8977337,18.217968,4.559944560280722,6.7808843381798144E18,304.6
6780884338179814528,0.69789124,10.263703,5.656431986415582,6.7808843381798144E18,304.6
597856565681163648,0.5099106,8.663185,6.106504539779751,5.9785656568116365E17,2424.0
589090533134044032,0.76145935,9.197473,6.382932435114294,5.8909053313404403E17,179.1
598030284222451328,0.1862936,8.501793,3.344739140741003,5.9803028422245133E17,4862.0
598180818531935232,1.9097519,8.953956,64.68101125800112,5.9818081853193523E17,186.0
602888137048695680,1.2335005,6.9977217,5.166650473988866,6.0288813704869568E17,62.44
5876955037046680704,1.4792323,7.7050548,0.2622188710275365,5.8769550370466806E18,289.5
603627696056760960,1.1411762,8.933707,1.9750651239159331,6.0362769605676096E17,310.4
5876835778742089344,0.31612492,8.112957,3.699952246005011,5.8768357787420897E18,161.6
4182564260954878720,1.9862251,7.343179,1.2848490130194992,4.182564260954879E18,2257.0
4182304741849984000,0.4684434,8.110737,7.197926179864922,4.182304741849984E18,1652.0
5910114731496509952,1.344244,8.344745,2.1791544749854834,5.9101147314965094E18,1102.0
5910732244713822592,1.4851637,7.9713225,2.9158317458459444,5.9107322447138222E18,100.3
5910745782443474560,0.48061705,6.759259,12.043978627780755,5.9107457824434749E18,339.7
5910177815976734592,-0.10578346,8.102955,2.195897184131153,5.9101778159767347E18,34.56
5910177815976735104,0.9146099,16.09516,0.2124770126681632,5.9101778159767347E18,34.56
5910182832498595200,1.9467683,6.6500444,1.8170009306358605,5.9101828324985948E18,157.4
5910804090928561152,0.56131744,8.562367,2.7123860087974974,5.9108040909285612E18,1118.0
5910221895215131136,-0.053756714,8.400543,1.9293042967253162,5.9102218952151306E18,197.7
5910004574173423232,0.5290041,9.304718,4.236680901561374,5.9100045741734236E18,8478.0
5910244366487624320,0.03182602,8.767551,2.0476363642073494,5.9102443664876247E18,52.18
5910041373453935744,1.1066108,8.283979,3.0778902051849513,5.9100413734539356E18,1888.0
5910287835858151424,-0.085075855,7.682366,3.1696622786706703,5.9102878358581514E18,106.9
5910301820271828992,1.4445419,6.559101,2.9115837686330717,5.910301820271829E18,3342.0
5910964585266899200,-0.05400467,5.733199,3.3221511223312,5.9109645852668989E18,146.7
5910994650032455296,0.5135708,8.716865,7.205492269047103,5.9109946500324557E18,64.18
4103754497386998016,0.42548704,7.1240926,3.549943238085496,4.1037544973869978E18,1133.0
5961830948155839360,1.2857339,3.9237142,20.692225649038413,5.9618309481558395E18,7701.0
5961839808610442880,0.9938545,8.550132,29.268272242179332,5.9618398086104433E18,59.16
5961847715695058304,1.7048106,7.1768856,2.6771729445696497,5.9618477156950579E18,74.89
5974713650999513600,1.866404,8.08016,1.7263820772934158,5.9747136509995131E18,59.93
5974260033708118400,2.048699,6.796293,2.29121032125704,5.974260033708118E18,3358.0
5974275564310461312,1.108304,9.27049,1.700599652883334,5.9742755643104614E18,484.3
5974526115510845312,2.582057,7.0349107,1.6507859911567078,5.9745261155108454E18,486.1
5974291988265602688,1.0774221,14.669783,1.0417639982716915,5.9742919882656031E18,34.32
5974291988265602944,1.2931347,5.653204,4.9851046519238915,5.9742919882656031E18,34.32
5974745227610372608,1.1737881,9.871397,19.67342447244161,5.9747452276103721E18,1382.0
4109853758866333824,0.6970968,8.999175,7.942795886928014,4.1098537588663337E18,50.13
4291925054728564736,0.5246067,9.337636,4.8117453056815815,4.2919250547285647E18,95.07
4053878657062481152,1.6734376,8.050872,2.0297193662504087,4.0538786570624809E18,447.0
5911943528574660096,0.6447735,17.89407,1.0232503276168587,5.9119435285746606E18,152.1
5911943528574660352,0.56216717,8.472844,2.175047789586872,5.9119435285746606E18,152.1
5911943528574660864,1.5907516,16.142323,1.7847316433771019,5.9119435285746606E18,152.1
5911945658878452480,0.023392677,9.006999,2.3385812308254748,5.9119456588784527E18,320.5
5911741115351118848,1.2921958,7.438679,2.9684162447974805,5.9117411153511188E18,312.8
5911772932469528832,0.423388,7.3958883,10.469394586764452,5.9117729324695286E18,12870.0
5911787191757998208,0.020573616,8.623292,2.7782034883552362,5.9117871917579981E18,1542.0
5911325225079762816,0.67624474,9.118598,6.653654047334279,5.9113252250797629E18,42.91
5911325225079763200,0.8955612,18.96064,0.16698701751487938,5.9113252250797629E18,42.91
5911565605809183488,1.0562038,17.389534,0.2971095300758794,5.9115656058091837E18,1471.0
5911565605809183744,1.3675275,8.148804,1.8124701415741713,5.9115656058091837E18,1471.0
5912043996446680576,0.5848503,8.331313,4.8444011179238196,5.9120439964466811E18,6374.0
5911376318012014080,2.2305274,7.4906516,1.8185679890013102,5.9113763180120146E18,753.4
5912075882284717440,1.4358416,8.159597,3.140450056858945,5.9120758822847171E18,83.56
5911155969006232832,1.26261,8.476886,2.3165251379799545,5.9111559690062326E18,105.8
5911457510071971328,0.5941925,8.267314,10.497064182382806,5.9114575100719718E18,379.9
5877234901498723840,-0.098180294,6.5131183,1.1365542917753657,5.8772349014987244E18,212.1
5790659424566076416,0.03610897,6.3039846,3.7743133204728525,5.7906594245660764E18,6847.0
5790950795148105984,1.3091965,8.152253,2.6518334306656404,5.7909507951481057E18,382.9
5790319744193428352,0.1516819,8.9474745,1.9761800008897143,5.7903197441934285E18,32.05
5790591048686767744,0.59134054,7.70261,5.871586341060445,5.7905910486867681E18,748.5
4441168914767151360,1.1277742,9.05144,20.43661482229761,4.4411689147671511E18,16520.0
4441190011646862592,1.8266988,6.6845493,1.9748268718172908,4.4411900116468623E18,115.0
4443139647623186304,0.11537647,6.7303724,8.92606840055931,4.4431396476231864E18,28.77
4443306468450589184,0.7417164,8.060216,11.920547674864762,4.4433064684505892E18,2230.0
4442476131012283904,0.7330475,8.44822,6.648522261302982,4.4424761310122839E18,2843.0
4444191987627691904,0.11637688,7.5851927,5.037769891275636,4.444191987627692E18,3854.0
4444191987627692032,1.5366764,19.983074,-0.2129407772835646,4.444191987627692E18,3854.0
4444266994935732352,0.732193,9.91882,4.0630539631956655,4.4442669949357322E18,77.36
4443457342061260288,0.081613064,7.25954,4.899571194871543,4.4434573420612603E18,44.81
4441604252651362688,1.6378803,7.5028105,2.616709828662462,4.4416042526513628E18,1787.0
4444477757571357440,1.4558902,7.2716217,2.977730678556842,4.4444777575713577E18,1465.0
4441732032221473536,0.062787056,9.209729,2.8661607603298433,4.4417320322214738E18,30.91
4441739526941640064,1.5839257,8.018533,2.2166531294761587,4.4417395269416402E18,115.8
