,0
1454,8.937523
1455,1.9373533
1456,4.016462
1457,3.5627453
1458,0.47223857
1459,0.6509144
1460,0.4348383
1461,2.5898287
1462,0.8339421
1463,2.0665119
1464,2.0351758
1465,2.6953933
1466,20.405783
1467,3.4695437
1468,4.3229556
1469,5.3343444
1470,3.7176428
1471,9.3701315
1472,1.2195024
1473,0.28548366
1474,3.9775121
1475,0.3165344
1476,1.3959465
1477,1.771188
1478,1.8803872
1479,0.07519474
1480,2.4117138
1481,4.5433455
1482,0.59833497
1483,0.5373337
1484,3.5621827
1485,25.045095
1486,1.0275632
1487,1.8172255
1488,2.1198473
1489,11.027971
1490,1.1961052
1491,1.5771719
1492,18.10024
1493,1.4525566
1494,9.2679405
1495,0.154783
1496,5.3867564
1497,3.0339339
1498,0.7193185
1499,44.877888
1500,6.301293
1501,1.6028185
1502,1.9132411
1503,2.8157194
1504,1.3976347
1505,21.861929
1506,1.4285028
1507,0.8095669
1508,1.0390927
1509,2.4330237
1510,0.9208997
1511,4.418903
1512,3.8039296
1513,8.8128805
1514,0.6686992
1515,3.2553875
1516,2.162095
1517,1.3389878
1518,3.729608
1519,1.7979126
1520,3.2379198
1521,0.7417603
1522,0.57231456
1523,1.340162
1524,1.5329202
1525,12.439153
1526,1.6333131
1527,2.660431
1528,4.2558665
1529,0.775049
1530,4.310883
1531,3.794989
1532,1.4809345
1533,0.84109837
1534,11.4991255
1535,0.6063034
1536,0.9155985
1537,4.039435
1538,2.6170828
1539,2.9979415
1540,0.79987234
1541,0.39968437
1542,0.20575774
1543,2.1066985
1544,0.22209844
1545,1.8881652
1546,1.6533352
1547,1.4449507
1548,0.65263975
1549,9.535477
1550,25.569996
1551,170.42686
1552,3.120328
1553,13.534593
1554,1.1237524
1555,1.2078209
1556,0.70242697
1557,0.21818763
1558,1.17476
1559,0.6914277
1560,11.75517
1561,1.167451
1562,4.4433136
1563,4.1473346
1564,1.7970968
1565,0.1931009
1566,0.17515245
1567,1.2107773
1568,16.254168
1569,0.91678
1570,1.1549366
1571,16.805414
1572,0.21582833
1573,1.857379
1574,4.3252134
1575,0.6634855
1576,21.83896
1577,8.257952
1578,0.83421284
1579,1.4356159
1580,8.25934
1581,1.3007295
1582,1.80194
1583,5.0374427
1584,0.7416859
1585,2.6607127
1586,2.557461
1587,14.030538
1588,0.26629916
1589,2.041321
1590,0.7146129
1591,8.532248
1592,2.0151188
1593,5.430408
1594,0.7989288
1595,3.8922634
1596,0.87204814
1597,0.544354
1598,1.0427991
1599,11.345439
1600,0.51450676
1601,4.0036554
1602,0.12414161
1603,2.619904
1604,18.68974
1605,3.0819871
1606,3.6976318
1607,2.9581268
1608,1.3884882
1609,23.033556
1610,0.36998674
1611,1.8108177
1612,0.67183554
1613,0.6094874
1614,6.3934684
1615,5.951625
1616,4.9759245
1617,4.9526143
1618,11.8836
1619,5.3239083
1620,3.6792967
1621,0.661599
1622,2.5489838
1623,1.0362294
1624,6.497135
1625,3.5726948
1626,0.43978977
1627,1.5672252
1628,0.7295473
1629,7.4111266
1630,0.8848331
1631,0.98501146
1632,5.936387
1633,3.4815986
1634,7.253174
1635,9.763309
1636,5.7389235
1637,30.489504
1638,2.7068245
1639,2.553846
1640,0.6768439
1641,5.646097
1642,1.1217922
1643,4.4461565
1644,3.4513626
1645,1.9288646
1646,67.49113
1647,2.8407624
1648,0.5663856
1649,0.75997686
1650,0.71828014
1651,1.3228294
1652,0.46279824
1653,2.3827162
1654,4.0309105
1655,1.4504014
1656,4.871724
1657,6.5516315
1658,1.2022848
1659,3.947389
1660,0.6757797
1661,2.9719791
1662,3.538802
1663,2.814045
1664,2.955304
1665,1.4020323
1666,0.466214
1667,2.9552412
1668,24.94735
1669,38.9357
1670,1.7967521
1671,3.5393972
1672,13.88199
1673,1.526578
1674,2.0682821
1675,0.57628244
1676,0.18731137
1677,5.2122817
1678,5.4765463
1679,1.0205287
1680,2.1529272
1681,14.416011
1682,0.531901
1683,16.833044
1684,0.37966117
1685,7.732256
1686,12.989294
1687,1.2910541
1688,0.60610133
1689,4.685527
1690,2.543983
1691,18.129713
1692,0.18934876
1693,0.5711355
1694,20.146938
1695,34.580845
1696,2.3293474
1697,0.107287996
1698,6.899105
1699,2.878603
1700,1.7530612
1701,1.1058217
1702,5.256173
1703,2.1749215
1704,1.4426033
1705,0.731167
1706,3.1457176
1707,1.5324777
1708,6.211554
1709,5.610357
1710,1.990101
1711,0.5214908
1712,1.157862
1713,0.6897024
1714,6.9896026
1715,5.3033295
1716,0.5110579
1717,14.701983
1718,24.536615
1719,5.479914
1720,5.70467
1721,21.469286
1722,7.126158
1723,2.4077682
1724,5.789638
1725,2.6884117
1726,3.9294562
1727,5.626298
1728,1.5910542
1729,3.529698
1730,0.7932556
